REFERENCE,ISSUE,TITLE,MSN,MSN_STANDARD,FAL_IDENTIFIER,VERSION_RANK,ATA,STATION_NAME,TYPE_NAME,COMPLEMENT_LABEL,COMPLEMENT,GTI_IDENT,RTI_IDENT,STATUS,URGENT_NEED,GTD_IMPUTATION,CREATION_DATE,OPEN_DATE,ANALYSE_DATE,ANSWER_DATE,CLOSURE_DATE,CANCEL_DATE,LAST_REALLOCATED_NAME,LAST_REALLOCATED_DATE,REALLOCATED_REASON,MULTI_ANSWER,TEXT,ANSWER_TYPE_NAME,ANSWER_COMPLEMENT_LABEL,ANSWER_COMPLEMENT
N13124DU0001,1,Crush on COAX 11T,13124,ST5,S,TVF01/24,34.0,ST40,Intervention,WO/NC/Input,215908297,,,CLOSED,Y,N,2025-12-09 08:34:00,2025-12-09 08:34:00,2025-12-09 10:16:00,2025-12-09 10:16:00,2025-12-15 16:23:00,,BSENT,2025-12-09 09:02:00,Mickael,Y,"#[NW]#NC#215908297#WN#3436-0324#  NC: 215908297 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Fil endommagé/coupé [NW] Numéro de câble: 3436-0324   Rubriques: Divers élec Divers élec: Autres élément électrique (diodes, capteurs, ...) Dépose / pose ou Remplacement: Remplacement FIN des éléments: 43RT1A / 269VCA Numéro de câble (si possible): 3436-0324  Texte libre : (complément d'informations): Numéro de téléphone pro: 0634238616",Intervention,WO/NC/Input,215908297
N13119DU0033,1,dépose tuyauterie bleed ,13119,ST8,L,KAL02/20,,ST25,Intervention,WO/NC/Input,216067911,,,CLOSED,N,N,2026-01-12 09:58:00,2026-01-12 09:58:00,2026-01-12 10:25:00,2026-01-12 10:25:00,2026-01-12 12:49:00,,BSENT,2026-01-12 10:11:00,Mickael,Y,"#[NV]#NC#216067911#PN#D3617052017200#  NC: 216067911 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] Part Number: D3617052017200  Rubriques: Eléments mécanique Pièces structure avion: Tuyauteries Dépose / Pose ou Remplacement: Dépose / Pose Système: Air Précisez la référence (P/N): D3617052017200 Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): CHAPELLE Tenant ou aboutissant de la ligne (FIN, élément,..):  Texte libre : (complément d'informations): Bonjour, Suite à la NC 216067911, et l'intervention 216093156, la tuyauterie bleed P/N D3617052017200 a été déposé. Demandons conduite à tenir. Cordialement Numéro de téléphone pro: 0660131279 ",Intervention,WO/NC/Input,216067911
N13119DU0030,1,Dépose encadrement DFL pour remplacement,13119,ST8,L,KAL02/20,25.0,ST25,Intervention,WO/NC/Input,216028391,,,CLOSED,N,N,2026-01-06 10:57:00,2026-01-06 10:58:00,2026-01-06 11:20:00,2026-01-07 15:00:00,2026-01-08 06:40:00,,BSENT,2026-01-06 11:08:00,SEAPHANH ATA 23 - CC ATA 35 - MR ATA 33 - DT,Y,"#[NV]#NC#216028391#PN#633A15000-0004#  NC: 216028391 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] Part Number: 633A15000-0004  Rubriques: Chantier / Elément complet Nom ou raison du chantier: Dépose encadrement DFL pour remplacement Prises déconnectées: 7045VC200 // 7047VC200 // 2521VC200 // 7041VC200 Equipements déposés (FIN): Eléments mécaniques déposés (P/N): Panneaux déposés : Eléments cabine déposés (FIN, P/N, etc...): D2927MM200 // D2921MM200 Autres: ATA 21 Déposé sur D2927MM200  Texte libre : (complément d'informations): Numéro de téléphone pro: 06-07-96-49-42",Intervention,WO/NC/Input,216028391
N13119DU0029,1,Dépose du 401VU pour remplacement,13119,ST8,L,KAL02/20,92.0,ST25,Intervention,WO/NC/Input,1027719663,,,CLOSED,N,N,2026-01-06 10:57:00,2026-01-06 10:57:00,2026-01-06 12:01:00,2026-01-06 20:21:00,2026-01-07 06:32:00,,BSENT,2026-01-06 11:31:00,SEAPHANH metal (2491) - BT ATA 31 - DC ATA 33 - BB ATA 34 - YJ ATA 46 - MC,Y,"#[NV]#WO#1027719663#FIN#22FN#  Work order Number: 1027719663 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 22FN  Rubriques: Chantier / Elément complet Nom ou raison du chantier: Dépose du 401VU pour remplacement Prises déconnectées: 2109VC // 2TX1 // 2105VC // 22FN Equipements déposés (FIN): 401VU // 403VU Eléments mécaniques déposés (P/N): Panneaux déposés : Eléments cabine déposés (FIN, P/N, etc...): Autres:  Texte libre : (complément d'informations): Numéro de téléphone pro: 06-07-96-49-42",Intervention,WO/NC/Input,1027719663
N13119DU0028,1,Croquis C20E189A non appliqué,13119,ST8,L,KAL02/20,,ST25,Intervention,WO/NC/Input,215938282,,,CLOSED,Y,N,2026-01-05 13:06:00,2026-01-05 13:06:00,2026-01-05 15:05:00,2026-01-05 15:15:00,2026-01-06 06:48:00,,BSENT,2026-01-05 14:51:00,SEAPHANH ATA 31 - DC ATA 34 - YJ,Y,"#[NM]#NC#215938282#FIN#1871VT#  NC: 215938282 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément manquant / non installé [NM] FIN Number: 1871VT  Rubriques: Câblage Câblage: Ajout, Remplacement, câbles coupés Raison Câblage: Ajout de câble / harnais FIN (préciser les numéros des extrémités) ou Câble (préciser le numéro): 3441-0767 From 1000SGA To 1808VDA 3443-7197, 3448-0495 From 1000SGA To 1853VT 3435-7086 From 11FH1A To 1853VT, 3448-0516, 3448-0516-1 From 1822VT To 1822VT, 3448-7174 From 1822VT To 1862VT  Précisez si des éléments ont été déposés pour accéder à l'intervention:  Texte libre : (complément d'informations): Bonjour, Lors de l'exécution de la RTI N13119TOE0005, nous constatons l'absence de câbles sur les bornes ci-dessous: 1000SG-A: E1B, E15A, E15B, E15C 1WW1-A: B6A, B6B 1WW2-A: B6A, B6B Après consultation de la conception, il semble que le croquis C20E189A n'ait pas été appliqué. Voici l'intervention qui a était effectuée :   Remove 3448-7084 From 1000SGA To 1871VT  Remove 3435-7086 From 11FH1A To 1862VT  Remove 3435-7441 From 11FH2A To 1862VT  Remove 3162-0233-1, 3162-0233-2, 3162-0315 From 1862VT To 1862VT  Remove 3162-0233 From 1862VT To 942VG  Remove 3162-7465 From 1WT1A To 1862VT  Remove 3162-7169 From 1WW1A To 1862VT  Add 3441-0767 From 1000SGA To 1808VDA  Add 3443-7197, 3448-0495 From 1000SGA To 1853VT  Add 3435-7086 From 11FH1A To 1853VT  Shorten 3448-7084 From 1822VT  Add 3448-0516, 3448-0516-1 From 1822VT To 1822VT  Add 3448-7174 From 1822VT To 1862VT  Add 3448-7175 From 1822VT To 1871VT  Shorten 3435-7441 From 1853VT  Add 3435-7086 From 1853VT To 11FH1A  Add 3162-0042-1 From 1853VT To 1853VT  Add 3448-0493 From 1853VT To 1WW1A  Add 3448-0494 From 1853VT To 1WW2A  Numéro de téléphone pro: 0660131279",Intervention,WO/NC/Input,215938282
N13119DU0026,1,eAR dep/rep calulateurs,13119,ST8,L,KAL02/20,,ST25,Intervention,WO/NC/Input,215938282215938282,,,OBSOLETE (New issue),N,N,2025-12-23 17:47:00,2025-12-23 17:47:00,2025-12-24 10:11:00,2026-01-05 16:36:00,,,BSENT,2025-12-24 09:10:00,Mickael ATA 31: D.CHAPIN ATA 34: Y.JABRI ATA 36: K.BRU,Y,"#[NI]#NC#215938282#FIN#1WT1 // 1WW1 // ...#  NC: 215938282 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Pin au mauvais endroit [NI] FIN Number: 1WT1 // 1WW1 // ...  Rubriques: Equipements rackés Equipements rackés: Dépose / repose FIN des équipements impactés: 1WT1 // 1WW1 // 1000SG // 1WW2 // 11HF1 // 11HF2  Texte libre : (complément d'informations): Bonjour, suite à l'eAR 215996699 généré par la NC 215938282, nous avons déposé les calculateurs listés précédemment pour refaire le câblage selon cette même NC. Demandons conduite à tenir svp. Numéro de téléphone pro: 0660131279",Intervention,WO/NC/Input,215938282215938282
N13119DU0025,1,SWAP 21CV,13119,ST8,L,KAL02/20,,ST25,Intervention,WO/NC/Input,1027801686,,,CLOSED,N,N,2025-12-22 14:58:00,2025-12-22 14:58:00,2025-12-22 15:09:00,2025-12-22 15:09:00,2025-12-23 06:33:00,,BSENT,2025-12-22 15:03:00,Mickael,Y,#[NQ]#WO#1027801686#FIN#21CV#  Work order Number: 1027801686 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Stamp calculateur ou trait de torquage manquant/endommagé [NQ] FIN Number: 21CV  Rubriques: Equipements rackés Equipements rackés: Dépose / repose FIN des équipements impactés: 21CV  Texte libre : (complément d'informations): Suite au SWAP du 21 CV avec le P15. Demandons conduite à tenir. Pour information l'essai VERIFICATION DE LA CINEMATIQUE DES BECS ET VOLETS 8 27 0107 n'a pas encore était déroulé. Numéro de téléphone pro: 0660131279,Intervention,WO/NC/Input,1027801686
N13119DU0023,1,2799 VC déco/reco,13119,ST8,L,KAL02/20,,ST25,Intervention,WO/NC/Input,1027518144,,,CLOSED,N,N,2025-12-19 08:55:00,2025-12-19 08:55:00,2025-12-19 10:03:00,2025-12-19 10:03:00,2025-12-19 11:02:00,,BSENT,2025-12-19 09:17:00,Mickael ATA 33,Y,"#[CT]#GTI/RTI#8 33 0905#FIN#2799VC#  GTI/RTI: 8 33 0905 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Processus Type de défaut (2 letter code): Troubleshooting / Problème logiciel ESAO [CT] FIN Number: 2799VC  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 2799 VC  Texte libre : (complément d'informations): Bonjour, dans le cadre de notre GTI 8 33 0905, afin d'effectuer une recherche de panne la prise 2799 VC a été déconnectée puis reconnectée. Demandons conduite à tenir. Cordialement Numéro de téléphone pro: 0660131279",Intervention,WO/NC/Input,1027518144
N13119DU0022,1,PIN 1 et 20 2985VC + 2985VCA,13119,ST8,L,KAL02/20,,ST25,Intervention,WO/NC/Input,216000777 ,,,CLOSED,N,N,2025-12-18 21:57:00,2025-12-18 21:57:00,2025-12-19 09:25:00,2025-12-19 14:45:00,2025-12-22 09:25:00,,BSENT,2025-12-19 09:07:00,Mickael ATA 21: R.GRIL ATA 24: M.COLONNA ATA 26/36/49/7X: F.APOLLIS ATA 27: G.BALANSA ATA 28(ATA31): P-A.LISSALDE ATA 31: D.CHAPIN ATA 32: T.MATTIUZZO,Y,"#[NP]#NC#216000777 #FIN#2985VC#  NC: 216000777 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Pin tordue [NP] FIN Number: 2985VC  Rubriques: Prises Prises: Prise dépinouillée Liste des FINs impactés (Prises): PIN 1 et 20 2985VC + 2985VCA  Texte libre : (complément d'informations): Bonjour, suite à la NC 216000777 + 216001211. Les prises 2985VC et 2985VCA on était remplacé + les contactes 1 et 20 sur la 2985 VC on également était remplacé. Demandons conduite à tenir. Cordialement Numéro de téléphone pro: 0660131279",Intervention,WO/NC/Input,216000777 
N13119DU0020,1,Déco/reco 29VC,13119,ST8,L,KAL02/20,,ST25,Intervention,WO/NC/Input,1027518130,,,CLOSED,N,N,2025-12-17 20:51:00,2025-12-17 20:51:00,2025-12-18 08:30:00,2025-12-18 16:41:00,2025-12-18 19:23:00,,BSENT,2025-12-18 08:18:00,"pierre ATA22, SP ATA23g, DBA ATA23c/25, SL ATA24(31), MC ATA26, GC ATA28(31), PAL ATA29(31), TM ATA31, DC ATA33, CB ATA35, MR ATA49/7x, FAP",Y,"#[NI]#WO#1027518130#FIN#29VC#  Work order Number: 1027518130 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Pin au mauvais endroit [NI] FIN Number: 29VC  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 29VC  Texte libre : (complément d'informations): Bonjour, suite a un dépannage nous avons déconnecté/reconnecté la prise 29VC. Demandons conduite a tenir Numéro de téléphone pro: 0660131279 ",Intervention,WO/NC/Input,1027518130
N13119DU0019,1,Prises déco reco pour TOC 4,13119,ST8,L,KAL02/20,29.0,ST25,Intervention,WO/NC/Input,1027682583,,,CLOSED,N,N,2025-12-17 11:38:00,2025-12-17 11:38:00,2025-12-17 13:25:00,2025-12-17 15:28:00,2025-12-17 21:49:00,,BSENT,2025-12-17 11:53:00,Mickael ATA 29: T.MATTIUZZO ATA 31: D.CHAPIN,Y,"#[CW]#GTI/RTI#N13119TOC0004#FIN#1381GRA // ...#  GTI/RTI: N13119TOC0004 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: OSW (travaux restants) Type de défaut (2 letter code): OSW (travaux restants) [CW] FIN Number: 1381GRA // ...  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 1381GRA // 3151GNA // 3381GRA // 3075GX  Texte libre : (complément d'informations): Bonjour, pour dérouler la TOC 4 ELECTRIQUE GENERATION HYDRAULIQUE ( OF : 1027682583) et brancher les outillages, nous avons débranché/rebranché les prises suivantes : 1381GRA // 3151GNA // 3381GRA // 3075GX. Demandons conduite à tenir. Cdlt. Numéro de téléphone pro: 0660131279 ",Intervention,WO/NC/Input,1027682583
N13119DU0017,1,Dépose repose 37LE pour changement 131VU,13119,ST8,L,KAL02/20,92.0,ST25,Intervention,WO/NC/Input,1027681572,,,OBSOLETE (New issue),N,N,2025-12-16 21:26:00,2025-12-16 21:26:00,2025-12-17 09:06:00,2025-12-17 09:06:00,,,BSENT,2025-12-17 09:05:00,pierre,Y,"#[NV]#WO#1027681572#FIN#131VU#  Work order Number: 1027681572 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 131VU  Rubriques: Chantier / Elément complet Nom ou raison du chantier: Dépose repose du 37LE pour changement 131VU Prises déconnectées: 37LE-A Equipements déposés (FIN): 37LE Eléments mécaniques déposés (P/N): Panneaux déposés : Eléments cabine déposés (FIN, P/N, etc...): Autres:  Texte libre : (complément d'informations): Numéro de téléphone pro: 0788762540",Intervention,WO/NC/Input,1027681572
N13119DU0015,1,21VC deco reco,13119,ST8,L,KAL02/20,29.0,ST35,Intervention,WO/NC/Input,8290103,,,CLOSED,N,N,2025-12-12 07:34:00,2025-12-12 07:34:00,2025-12-12 08:11:00,2025-12-12 10:50:00,2025-12-12 12:29:00,,BSENT,2025-12-12 08:06:00,"pierre ATA21(31), RG ATA22, SP ATA26, CC ATA26/49/7x(+31), FAP ATA27, GB ATA28(+31), PAL ATA31, DC",Y,"#[NV]#GTI/RTI#8290103#FIN#21VC#  GTI/RTI: 8290103 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 21VC  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 21VC  Texte libre : (complément d'informations): Bonjour, suite TBS nous avons débranché et rebranché la prise 21VC. Demandons conduite à tenir. Numéro de téléphone pro: 0607101379 ",Intervention,WO/NC/Input,8290103
N13119DU0014,1,remplacement T3CAS ,13119,ST8,L,KAL02/20,34.0,ST35,Intervention,WO/NC/Input,215936240,,,CLOSED,N,N,2025-12-11 15:11:00,2025-12-11 15:11:00,2025-12-12 07:46:00,2025-12-12 07:47:00,2025-12-22 06:26:00,,BSENT,2025-12-11 15:19:00,Mickael,Y,"#[NF]#NC#215936240#FIN#1000SG#  NC: 215936240 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Défaut fonctionnel [NF] FIN Number: 1000SG  Rubriques: Equipements rackés Equipements rackés: Remplacement Equipements téléchargeable ? : Oui FIN des équipements impactés: 1000SG  Texte libre : (complément d'informations): Bonjour, Suite à la NC REJECT 215936240, nous avons passé les GTI suivants avec le T3CAS du même P/N, emprunté d'un autre A/C. ``8 34 0128`` ``8 23 0105`` ``8 34 0121`` ``N13119TOC0002`` Demandons conduite à tenir après à la réception d'un nouveau calculateur Bien cordialement Numéro de téléphone pro: 0607883646  ",Intervention,WO/NC/Input,215936240
N13119DU0012,1,dépose repose tuyauterie ATA 21,13119,ST8,L,KAL02/20,21.0,ST35,Intervention,WO/NC/Input,215865635,,,CLOSED,N,N,2025-12-10 09:07:00,2025-12-10 09:07:00,2025-12-10 09:58:00,2025-12-10 09:58:00,2025-12-10 10:02:00,,BSENT,2025-12-10 09:43:00,Mickael,Y,"#[NF]#NC#215865635#PN#D21277702090#  NC: 215865635 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Défaut fonctionnel [NF] Part Number: D21277702090  Rubriques: Eléments mécanique Pièces structure avion: Tuyauteries Dépose / Pose ou Remplacement: Dépose / Pose Système: Air Précisez la référence (P/N): D21277702090 Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): Sous plancher Cabine gauche Tenant ou aboutissant de la ligne (FIN, élément,..):  Texte libre : (complément d'informations): Bonjour, suite NC 215865635 dépose puis repose de la tuyauterie D21277702090. Demandons conduite à tenir Numéro de téléphone pro: 0607101379",Intervention,WO/NC/Input,215865635
N13119DU0009,1,Refus ISIS - 22FN,13119,ST8,L,KAL02/20,,ST35,Intervention,WO/NC/Input,215905481,,,CLOSED,N,N,2025-12-09 14:57:00,2025-12-09 14:57:00,2025-12-09 15:36:00,2025-12-09 15:36:00,2025-12-09 16:20:00,,BSENT,2025-12-09 15:05:00,Mickael,Y,"#[NV]#NC#215905481#FIN#22FN#  NC: 215905481 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 22FN  Rubriques: Divers élec Divers élec: Autres élément électrique (diodes, capteurs, ...) Dépose / pose ou Remplacement: Remplacement FIN des éléments: 22FN Numéro de câble (si possible):  Texte libre : (complément d'informations): Suite à un pixel grillé sur l'afficheur de l'ISIS, un rejet à été demandé pour remplacement de l'équipement. Numéro de téléphone pro: 06 31 42 51 78",Intervention,WO/NC/Input,215905481
N13119DU0008,1,DMC2 swapé pour le P15,13119,ST8,L,KAL02/20,,ST35,Intervention,WO/NC/Input,215896493,,,CLOSED,N,N,2025-12-09 00:22:00,2025-12-09 00:22:00,2025-12-09 09:36:00,2025-12-09 09:48:00,2025-12-09 14:49:00,,BSENT,2025-12-09 07:50:00,pierre,Y,"#[NV]#NC#215896493#FIN#1WT2#  NC: 215896493 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 1WT2  Rubriques: Equipements rackés Equipements rackés: Remplacement Equipements téléchargeable ? : Oui FIN des équipements impactés: 1WT2  Texte libre : (complément d'informations): Suite à la demande de la MAP et du P15 pour la NC 215896493, nous avons du swaper et récupérer le DMC2 pour les dépanner. SO3 1027624775 / NC 215896493 / S/N de l'équipement récupéré 198266040291. Numéro de téléphone pro: 06 31 42 51 78",Intervention,WO/NC/Input,215896493
N13119DU0006,1,Demande de réflectométrie des 2 câbles coaxiaux route 16V,13119,ST8,L,KAL02/20,,ST37,Intervention,WO/NC/Input,NC215883315,,,CLOSED,N,N,2025-12-05 13:00:00,2025-12-05 13:00:00,2025-12-08 11:45:00,2025-12-08 11:45:00,2025-12-10 22:07:00,,BSENT,2025-12-05 14:38:00,pierre,Y,"#[NW]#NC#215883315#WN#4433-7795 / -7796#  NC: 215883315 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Fil endommagé/coupé [NW] Numéro de câble: 4433-7795 / -7796   Rubriques: Câblage Câblage: Ajout, Remplacement, câbles coupés Raison Câblage: Câble coupé / remplacé FIN (préciser les numéros des extrémités) ou Câble (préciser le numéro): 4433-7795 // 4433-7796 Précisez si des éléments ont été déposés pour accéder à l'intervention: planchers outillage au cadre 35.7 côté gauche  Texte libre : (complément d'informations): Demande de réflectométrie pour les deux câbles coaxiaux route 16V Numéro de téléphone pro: 0660763579  ",Intervention,WO/NC/Input,NC215883315
N13119DU0004,1,#[NB]#NC#215790711#FIN#6581VC3-A /6583VC3-A#,13119,ST8,L,KAL02/20,24.0,ST41,Intervention,WO/NC/Input,215790711 ,,,CLOSED,N,N,2025-11-26 21:35:00,2025-11-26 21:35:00,2025-11-27 09:46:00,2025-11-27 09:47:00,2025-11-28 00:09:00,,BSENT,2025-11-27 08:34:00,Mickael,Y,"#[NB]#NC#215790711#FIN#6581VC3-A /6583VC3-A#  NC: 215790711  Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Stamp de prise déchiré [NB] FIN Number: 6581VC3-A / 6583VC3-A  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 6581VC3-A / 6583VC3-A  Texte libre : (complément d'informations): Bonjour, Suite à l'IC 215790711 les prises 6581VC3-A / 6583VC3-A vont être déconnectés et reconnectés demandons conduite à tenir Numéro de téléphone pro: 0677584777",Intervention,WO/NC/Input,215790711 
N13118DU0009,1,Parachèvement  leakcheck tuyauterie D5290-56053,13118,ST5,S,FFT10/12,29.0,ST21,Intervention,WO/NC/Input,1027453310,,,OBSOLETE (New issue),N,N,2026-01-09 12:31:00,2026-01-09 12:31:00,2026-01-09 14:40:00,2026-01-09 14:40:00,,,BSENT,2026-01-09 14:06:00,Mickael,Y,"#[NL]#WO#1027453310#PN#D5290-56053#  Work order Number: 1027453310 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Fuite [NL] Part Number: D5290-56053  Rubriques: Eléments mécanique Pièces structure avion: Tuyauteries Dépose / Pose ou Remplacement: Dépose / Pose Système: Hydraulique Circuit: Vert Précisez la référence (P/N): D5290-56053 Identification ligne: haute pression Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): train Tenant ou aboutissant de la ligne (FIN + port hydraulique): La bâche hydraulique a t-elle été vidée ?: NON  Texte libre : (complément d'informations): Suite au parachèvement 1027453310 demandant un leakcheck de la tuyauterie D5290-56053 demandons reprise d'essai si nécessaire. Numéro de téléphone pro: 0676759084",Intervention,WO/NC/Input,1027453310
N13118DU0009,2,Parachèvement  leakcheck tuyauterie D5290-56053,13118,ST5,S,FFT10/12,29.0,ST21,Intervention,WO/NC/Input,1027453310,,,CLOSED (New issue),N,N,2026-01-12 07:47:00,2026-01-12 07:56:00,2026-01-12 10:09:00,2026-01-12 10:10:00,2026-01-12 15:11:00,,BSENT,2026-01-12 08:10:00,pierre veuillez lire le PN D29056053*,Y,"#[NL]#WO#1027453310#PN#D5290-56053#  Work order Number: 1027453310 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Fuite [NL] Part Number: D5290-56053  Rubriques: Eléments mécanique Pièces structure avion: Tuyauteries Dépose / Pose ou Remplacement: Dépose / Pose Système: Hydraulique Circuit: Vert Précisez la référence (P/N): D5290-56053 Identification ligne: haute pression Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): train Tenant ou aboutissant de la ligne (FIN + port hydraulique): La bâche hydraulique a t-elle été vidée ?: NON  Texte libre : (complément d'informations): Suite au parachèvement 1027453310 demandant un leakcheck de la tuyauterie D5290-56053 demandons reprise d'essai si nécessaire. Numéro de téléphone pro: 0676759084  ISSUE 1: Le P/N de la tuyauterie est celui indiqué sur le PARACHÈVEMENT : D57AC22131180002B ",Intervention,WO/NC/Input,1027453310
N13118DU0008,1,BF - multiples scratches on 197BB,13118,ST5,S,FFT10/12,,ST25,Intervention,WO/NC/Input,215963753,,,CLOSED,N,N,2026-01-07 10:49:00,2026-01-07 10:49:00,2026-01-07 11:17:00,2026-01-07 11:17:00,2026-01-07 13:32:00,,BSENT,2026-01-07 10:57:00,Mickael,Y,"#[NV]#NC#215963753#FIN#197BB#  NC: 215963753 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] FIN Number: 197BB  Rubriques: Eléments mécanique Pièces structure avion: Panneaux Côté: Gauche Dépose / Pose ou Remplacement: Remplacement Précisez N° de panneau: 197BB Précisez la zone: Belly Fairing c47  Texte libre : (complément d'informations): Suite à la NC 215963753, le panneau 197BB a été déposé et va être remonté, veuillez nous indiquer si reprise d'essai coras sur panneau nécessaire Numéro de téléphone pro: 0643303979",Intervention,WO/NC/Input,215963753
N13118DU0007,1,Breaker 2GS broken,13118,ST5,S,FFT10/12,,ST25,Intervention,WO/NC/Input,216056839,,,CLOSED,N,N,2026-01-06 23:53:00,2026-01-06 23:53:00,2026-01-07 10:58:00,2026-01-07 11:05:00,2026-01-07 16:33:00,,BSENT,2026-01-07 08:15:00,pierre,Y,"#[NV]#NC#216056839#FIN#2GS A2#  NC: 216056839 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 2GS A2  Rubriques: Prises Prises: Prise cassée Liste des FINs impactés (Prises): 2GS  Texte libre : (complément d'informations): Le breaker 2GS A2 est cassé Numéro de téléphone pro: 0783425453",Intervention,WO/NC/Input,216056839
N13118DU0005,1,Radome - Scratch on 11SQ,13118,ST5,S,FFT10/12,,ST25,Intervention,WO/NC/Input,216052577,,,CLOSED,N,N,2026-01-06 14:14:00,2026-01-06 14:14:00,2026-01-06 15:00:00,2026-01-06 15:00:00,2026-01-06 15:06:00,,BSENT,2026-01-06 14:41:00,SEAPHANH,Y,"#[NV]#NC#216052577#FIN#11SQ#  NC: 216052577 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 11SQ  Rubriques: Divers élec Divers élec: Antenne Radar Dépose / pose ou Remplacement: Remplacement FIN des éléments: 11SQ Numéro de câble (si possible):  Texte libre : (complément d'informations): Suite à la NC 216052577, en vue du remplacement de l'antenne radar 11SQ, veuillez nous indiquer si reprise d'essai nécessaire Numéro de téléphone pro: 0643303979",Intervention,WO/NC/Input,216052577
